"","sequencing_sample_id","sample_site_code","rna_plate_number","rna_plate_length","rna_plate_width","rna_sample_plate_position","rna_sample_plate_position_row","rna_sample_plate_position_column","sample_id","timestamp_sample_collected","sample_site_name","sample_city_name","rna_sample_plate_position_ind","sars_cov2_gc_l_mean","raw_ansis_sars_ct_repc_1","raw_ansis_sars_ct_repc_2","raw_ansis_sars_ct_repc_3","analysis_lab_code","analysis_lab_comments","sequencing_lab_code","sequencing_platform","sequencing_run_id","sequencing_run_date","sequencing_library_method","sequencing_library_protocol_version","sequencing_primer_set_version","sequencing_rna_plate_name","sequencing_rna_sample_plate_position","sequencing_lab_comments","data_model_version","grid_reference_east","grid_reference_north","grab_compo_ind","longitude","latitude","delta.mu","delta.se","delta.n","omicron.mu","omicron.se","omicron.n"
"177","2_seqloc_G6_2134714_C6_2110533_04","UKENAN_AW_TP000023",2134714,12,8,"C6","C",6,"2110533-04","12122021:0830","BOSTON STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,535699,340996,"Grab",0.0182646206194532,52.9491928329487,0.708856345885635,0.333333333333333,3,1,0,6
"178","2_seqloc_G7_2134714_C7_2110602_03","UKENAN_AW_TP000055",2134714,12,8,"C7","C",7,"2110602-03","12122021:1139","CHELMSFORD   STW",NA,"SAMPLE",12166.4,35.432,35.311,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,573806,206725,"Grab",0.515477659564333,51.7322912450557,0.731226080793763,0.0692512067153856,12,0.00583781034231577,0.0022287923584262,10
"179","2_seqloc_G8_2134714_C8_2110543_03","UKENAN_AW_TP000127",2134714,12,8,"C8","C",8,"2110543-03","12122021:0845","HAVERHILL STW",NA,"SAMPLE",4656.92379,36.86790576,36.71160771,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,568155,244852,"Grab",0.452315621984821,52.0764953591742,0.99988002879309,0.00268420036824848,12,0,0,10
"180","2_seqloc_G9_2134714_C9_2109706_15","UKENNW_UU_TP000100",2134714,12,8,"C9","C",9,"2109706-15","12122021:0730","PENRITH STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,354763,529550,"Composite",-2.70274403550832,54.6589969978528,1,0,4,0,0,6
"181","2_seqloc_H1_2134714_D1_2109743_07","UKENNE_YW_TP000141",2134714,12,8,"D1","D",1,"2109743-07","12122021:0700","SHEFFIELD (WOODHOUSE MILL) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,443369,385781,"Grab",-1.34970278614053,53.3671242892862,1,0,3,0.00145297577903483,0.000915750915750916,6
"182","2_seqloc_H10_2134714_D10_2109767_17","UKENNE_YW_TP000102",2134714,12,8,"D10","D",10,"2109767-17","12122021:0830","BARNSLEY (LUNDWOOD) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,437799,407001,"Composite",-1.43086142705988,53.5582765390272,1,0,3,NA,NA,0
"183","2_seqloc_H11_2134714_D11_2109763_21","UKENNE_YW_TP000112",2134714,12,8,"D11","D",11,"2109763-21","12122021:0720","CHESTERFIELD   STW",NA,"SAMPLE",669.6,38.628,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,439229,374651,"Grab",-1.41328896024861,53.267408091957,0.999945883053278,1.41724360291917e-05,11,0.0002109523978604,0.000448430493273543,10
"184","2_seqloc_H2_2134714_D2_2109723_21","UKENNE_YW_TP000098",2134714,12,8,"D2","D",2,"2109723-21","12122021:0920","LEEDS (KNOSTROP) STW",NA,"SAMPLE",2349.714165,37.62986828,37.98665261,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,434649,430711,"Grab",-1.47577453860341,53.7715935291124,1,0,9,0.000308769207142107,0.000146391450739277,9
"185","2_seqloc_H3_2134714_D3_2109742_11","UKENNE_YW_TP000096",2134714,12,8,"D3","D",3,"2109742-11","12122021:1100","KEIGHLEY MARLEY STW",NA,"SAMPLE",7493.6,36.58,35.716,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,408519,441231,"Grab",-1.87193699539835,53.8672233012049,0.857928333573033,0.0497006220236082,12,0.000335536990961331,0.000356610819286686,10
"186","2_seqloc_H4_2134714_D4_2109746_18","UKENNE_YW_TP000133",2134714,12,8,"D4","D",4,"2109746-18","12122021:0610","THORNE STW",NA,"SAMPLE",8597.6,36.601,35.402,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,467829,414641,"Grab",-0.975934950961254,53.6239212908015,0.999876695437731,0.000153851602141628,12,3.63942890334931e-05,2.79173646007817e-05,10
"187","2_seqloc_H5_2134714_D5_2109762_14","UKENNE_YW_TP000131",2134714,12,8,"D5","D",5,"2109762-14","12122021:0540","PONTEFRACT AND FERRYBRIDGE   STW",NA,"SAMPLE",5368,37.503,36.014,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,450119,425501,"Grab",-1.24192103765721,53.723514591293,0.998559077809798,0.00348162475822054,11,0,0,10
"188","2_seqloc_H6_2134714_D6_2109724_31","UKENNE_YW_TP000107",2134714,12,8,"D6","D",6,"2109724-31","12122021:0950","DEWSBURY AND BATLEY STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,426089,419971,"Grab",-1.6065471104996,53.6755611830968,-1,-1,-1,NA,-1,-1
"189","2_seqloc_H7_2134714_D7_2109727_32","UKENNE_YW_TP000094",2134714,12,8,"D7","D",7,"2109727-32","12122021:1020","HUDDERSFIELD STW",NA,"SAMPLE",823.2,38.323,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,418099,420701,"Composite",-1.72745366002566,53.6824584356595,0.999946966482817,2.07917498336319e-05,12,0.000100920784334884,9.00414190527643e-05,9
"190","2_seqloc_H8_2134714_D8_2109739_25","UKENNE_YW_TP000119",2134714,12,8,"D8","D",8,"2109739-25","12122021:0630","DONCASTER (SANDALL) STW",NA,"SAMPLE",18303.2,34.24,35.595,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,460189,405981,"Composite",-1.09309807201054,53.5470247756405,0.990371865090804,0.0052804147886906,11,0,0,10
"191","2_seqloc_H9_2134714_D9_2109726_35","UKENNE_YW_TP000057",2134714,12,8,"D9","D",9,"2109726-35","12122021:0800","SHEFFIELD (BLACKBURN MEADOWS) STW",NA,"SAMPLE",5636.8,36.483,36.528,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,439589,391567,"Grab",-1.40578253956288,53.4194251562429,0.828906666666667,0.0598114881905075,11,8.23102200088472e-05,0.000116762739022314,10
"192","3_seqloc_A1_2134515_B1_2109764_07","UKENNE_YW_TP000008",2134515,12,8,"B1","B",1,"2109764-07","10122021:1200","COLBURN STW",NA,"SAMPLE",4510.4,36.777,36.942,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,424468,497925,"Grab",-1.62483617166145,54.3762447568563,0.999943456503916,0.000139585574467709,12,0.00011792690187269,6.44451707806022e-05,10
"193","3_seqloc_A10_2134711_A10_2110603_03","UKENAN_AW_TP000067",2134711,12,8,"A10","A",10,"2110603-03","12122021:0747","CORBY STW",NA,"SAMPLE",22580.8,33.987,34.2,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,490525,289058,"Grab",-0.668138402901747,52.4919326592508,0.414518283932901,0.110670262945954,12,0.679979306288917,0.0585118312136309,10
"194","3_seqloc_A11_2134711_A11_2109792_36","UKENNE_NU_TP000046",2134711,12,8,"A11","A",11,"2109792-36","12122021:0630","HARTLEPOOL   STW",NA,"SAMPLE",10552.8,34.792,35.941,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,451989,527651,"Composite",-1.19597495386085,54.6413041634585,0.999982264157636,8.93750893750841e-06,12,0.000202418295572401,7.45434215430488e-05,10
"195","3_seqloc_A2_2134515_B2_2109741_24","UKENNE_YW_TP000029",2134515,12,8,"B2","B",2,"2109741-24","10122021:0600","YORK (NABURN) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,460089,447151,"Grab",-1.08662383417172,53.917027793877,1,0,4,NA,NA,0
"196","3_seqloc_A3_2134515_B3_2109746_17","UKENNE_YW_TP000133",2134515,12,8,"B3","B",3,"2109746-17","10122021:0850","THORNE STW",NA,"SAMPLE",13696.8,35.083,35.463,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,467829,414641,"Grab",-0.975934950961254,53.6239212908015,1,0,12,0.000967528294670508,0.000304092278312953,10
"197","3_seqloc_A4_2134515_B4_2110684_07","UKENSO_SW_TP000016",2134515,12,8,"B4","B",4,"2110684-07","10122021:0810","SANDOWN, VENTNOR,BEMBRIDGE   STW""",NA,"SAMPLE",34160,34.049,33.85,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,460200,85191,"Composite",-1.14960987259426,50.6632880196196,0.98966150758947,0.0184811083288798,12,0.0841716744148144,0.0148348028014176,10
"198","3_seqloc_A5_2134515_B5_2109813_28","UKENSW_SWS_TP000005",2134515,12,8,"B5","B",5,"2109813-28","10122021:0835","BODMIN (SCARLETTS WELL) STW",NA,"SAMPLE",8520.8,35.531,36.522,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,205541,67396,"Grab",-4.74188039155913,50.4740514717425,0.999968196418917,0.000251686185237975,12,0.000204053028381415,6.87777644514249e-05,10
"199","3_seqloc_A6_2134515_B6_2109697_28","UKENNW_UU_TP000095",2134515,12,8,"B6","B",6,"2109697-28","10122021:0900","Hoylake (NORTH WIRRAL [MEOLS] ) STW",NA,"SAMPLE",4718.4,36.492,37.172,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,324149,390251,"Composite",-3.14236348733849,53.4036064503783,0.950733065771152,0.0316714604406226,12,0.122367551164087,0.0338970203114779,10
"200","3_seqloc_A7_2134515_B7_2107952_36","UU-FZH",2134515,12,8,"B7","B",7,"2107952-36","10122021:0930","Fazakerley High",NA,"SAMPLE",14152.8,35.074,35.367,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Unspecified",NA,NA,0.999951915371053,0.0010666938283495,12,0.000524040351107035,0.00022271714922049,10
"201","3_seqloc_A8_2134515_B8_2107899_16","UU-FZL",2134515,12,8,"B8","B",8,"2107899-16","10122021:1000","Fazakerley Low",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134515 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Grab",NA,NA,-1,-1,-1,NA,-1,-1
"202","3_seqloc_A9_2134711_A9_2109754_02","UKENNW_UU_TP000011",2134711,12,8,"A9","A",9,"2109754-02","12122021:0800","BARNOLDSWICK STW",NA,"SAMPLE",2815.2,38.351,36.678,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,387849,448011,"Composite",-2.18653363164671,53.9280834015172,0.998925125838926,0.00271544508912183,10,0,0,5
"203","3_seqloc_B1_2134711_B1_2109661_07","UKENMI_ST_TP000208",2134711,12,8,"B1","B",1,"2109661-07","12122021:1050","STROUD STW",NA,"SAMPLE",70400.8,32.476,32.212,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,378889,204891,"Grab",-2.30715370646755,51.7423193445709,0.947315315149662,0.0147749646620596,12,0.0928581126409101,0.014120922807571,10
"204","3_seqloc_B10_2134711_B10_2107899_14","UU-FZL",2134711,12,8,"B10","B",10,"2107899-14","12122021:0001","Fazakerley Low",NA,"SAMPLE",4903.2,37.221,35.928,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Grab",NA,NA,0.890388714097229,0.0282712336542228,11,0.000308814576755907,0.000168918918918919,10
"205","3_seqloc_B11_2134711_B11_2108684_33","UKENTH_TWU_TP000014",2134711,12,8,"B11","B",11,"2108684-33","12122021:0900","LONDON (Beckton STW)",NA,"SAMPLE",63888.8,32.943,32.137,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,545469,181671,"Composite",0.0950603104063248,51.5152392868554,0.66606516986501,0.0682344516037261,12,0.559676581119138,0.0399712795333171,10
"206","3_seqloc_B2_2134711_B2_2109805_29","UKENSW_SWS_TP000024",2134711,12,8,"B2","B",2,"2109805-29","12122021:1150","EXMOUTH STW",NA,"SAMPLE",54396,32.934,32.56,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,302457,80397,"Composite",-3.38007413240154,50.6150999871493,0.978271426945403,0.00607715487814067,12,0.0128143974439836,0.0095187133461593,10
"207","3_seqloc_B3_2134711_B3_2110540_06","UKENAN_AW_TP000106",2134711,12,8,"B3","B",3,"2110540-06","12122021:0740","GRANTHAM   STW",NA,"SAMPLE",44612.8,32.518,33.839,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,490723,342661,"Grab",-0.650428731936804,52.9736355457293,0.953043627349426,0.025715112522526,12,0.0464235042167917,0.0185406597974497,10
"208","3_seqloc_B4_2134711_B4_2110558_03","UKENAN_AW_TP000222",2134711,12,8,"B4","B",4,"2110558-03","12122021:0945","ROYSTON STW",NA,"SAMPLE",62422.4,32.973,32.176,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,535529,242381,"Grab",-0.0244022845194582,52.0632330100289,0.96828833045666,0.0324770079613645,12,0.0254480626179897,0.0183524420456644,10
"209","3_seqloc_B5_2134711_B5_2109803_29","UKENSW_SWS_TP000074",2134711,12,8,"B5","B",5,"2109803-29","12122021:1000","TIVERTON STW",NA,"SAMPLE",60415.2,32.614,32.535,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,295499,110501,"Grab",-3.48693900673135,50.8845167752344,0.999080876739769,0.000938526980815866,12,0.00151373761896068,0.000707712749751663,10
"210","3_seqloc_B6_2134711_B6_2109806_29","UKENSW_SWS_TP000064",2134711,12,8,"B6","B",6,"2109806-29","12122021:1100","SIDMOUTH STW",NA,"SAMPLE",17323.2,34.199,34.871,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,313655,90455,"Composite",-3.22418740047988,50.7072960215087,0.998952266913406,0.00977282189846805,12,0.0462983751796286,0.0454277157345805,10
"211","3_seqloc_B7_2134711_B7_2110546_04","UKENAN_AW_TP000144",2134711,12,8,"B7","B",7,"2110546-04","12122021:0915","IPSWICH   STW",NA,"SAMPLE",19802.4,33.989,34.671,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,617466,241968,"Grab",1.16897476273943,52.0334554928904,0.925450019781089,0.0217691915318657,12,0.0514563989208305,0.0112359612547671,10
"212","3_seqloc_B8_2134711_B8_2109697_29","UKENNW_UU_TP000095",2134711,12,8,"B8","B",8,"2109697-29","12122021:0800","Hoylake (NORTH WIRRAL [MEOLS] ) STW",NA,"SAMPLE",20329.6,34.728,33.889,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,324149,390251,"Composite",-3.14236348733849,53.4036064503783,0.955551720350817,0.0255180005289455,12,0.000134228020906159,7.74118856646331e-05,10
"213","3_seqloc_B9_2134711_B9_2107952_34","UU-FZH",2134711,12,8,"B9","B",9,"2107952-34","12122021:0001","Fazakerley High",NA,"SAMPLE",59092.8,33.405,32.085,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,NA,NA,"Unspecified",NA,NA,0.997652719787928,0.00306451903262209,12,0.0344554280047923,0.00762383957609868,10
"214","3_seqloc_C1_2134711_C1_2109702_26","UKENNW_UU_TP000110",2134711,12,8,"C1","C",1,"2109702-26","12122021:0745","LIVERPOOL (SANDON [NORTH LIVERPOOL DOCKS] ) STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,333486,392845,"Composite",-3.00249629067494,53.4281802389208,1,0,2,0,0,2
"215","3_seqloc_C10_2134711_C10_2109699_21","UKENNW_UU_TP000078",2134711,12,8,"C10","C",10,"2109699-21","12122021:0820","LEIGH STW",NA,"SAMPLE",1336,39.068,38.005,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,365809,399001,"Grab",-2.5167413542418,53.4866041612553,0.786691356549788,0.130110854533402,10,0.477960201971852,0.127084141767272,10
"216","3_seqloc_C11_2134711_C11_2109704_12","UKENNW_UU_TP000124",2134711,12,8,"C11","C",11,"2109704-12","12122021:0700","NORTH WARRINGTON   STW",NA,"SAMPLE",2713.6,37.484,37.236,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,358039,386891,"Composite",-2.63221346695197,53.3771961295999,0.918583577303778,0.0911002271928289,12,0.000167516788477752,3.99270890399639e-05,8
"217","3_seqloc_C2_2134711_C2_2108482_30","UKENNW_UU_TP000038",2134711,12,8,"C2","C",2,"2108482-30","12122021:0001","CREWE STW",NA,"SAMPLE",636.8,38.52,-4,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,366639,357111,"Composite",-2.49981583937166,53.1101349858916,0.506322368102321,0.122851737351528,11,0.893721595210866,0.146176460397188,6
"218","3_seqloc_C3_2134711_C3_2109713_29","UKENNW_UU_TP000129",2134711,12,8,"C3","C",3,"2109713-29","12122021:0800","WHALEY BRIDGE STW",NA,"SAMPLE",1510.4,38.645,37.948,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,401249,383221,"Grab",-1.98270181129688,53.345882070986,0.62392052354608,0.0749920227048208,12,0.396156038776761,0.0850647225182479,10
"219","3_seqloc_C4_2134711_C4_2108477_34","UKENNW_UU_TP000018",2134711,12,8,"C4","C",4,"2108477-34","12122021:0815","BLACKBURN STW",NA,"SAMPLE",1599.019852,37.72395769,38.79807267,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,360469,429411,"Grab",-2.60108549828022,53.7595457692501,0.750008238589553,0.0960187330065314,11,0.758718845887585,0.0558728658314326,8
"220","3_seqloc_C5_2134711_C5_2106727_33","UKENNW_UU_TP000037",2134711,12,8,"C5","C",5,"2106727-33","12122021:0840","CONGLETON STW",NA,"SAMPLE",8904,35.362,35.705,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,385381,363483,"Composite",-2.22013551518894,53.1682589894405,0.96649149573374,0.0133484401571143,12,0.000310734935928846,0.000142176725670008,9
"221","3_seqloc_C6_2134711_C6_2108489_48","UKENNW_UU_TP000084",2134711,12,8,"C6","C",6,"2108489-48","12122021:0910","MACCLESFIELD STW",NA,"SAMPLE",993.6,37.835,-4,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,389609,378201,"Composite",-2.15737605302682,53.3006559886346,0.779693027957333,0.0788021256718778,12,0.000313585250917391,0.000206043956043956,10
"222","3_seqloc_C7_2134711_C7_2109760_10","UKENNW_UU_TP000123",2134711,12,8,"C7","C",7,"2109760-10","12122021:0800","WALTON-LE-DALE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,354370,427570,"Composite",-2.69331552245931,53.7425003124575,-1,-1,-1,NA,-1,-1
"223","3_seqloc_C8_2134711_C8_2109703_19","UKENNW_UU_TP000050",2134711,12,8,"C8","C",8,"2109703-19","12122021:0800","Fleetwood and Blackpool (Fleetwood Marsh) STW",NA,"SAMPLE",1639.466391,37.61006681,38.92315719,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,333099,446501,"Grab",-3.01990185449593,53.9103237251771,0.983007773569862,0.0143335759000697,12,0,0,10
"224","3_seqloc_C9_2134711_C9_2108480_39","UKENNW_UU_TP000027",2134711,12,8,"C9","C",9,"2108480-39","12122021:0730","CARLISLE STW",NA,"SAMPLE",3260.8,36.783,37.426,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,338811,556534,"Grab",-2.95568639671068,54.8997676767707,0.531829225963207,0.118752896065511,12,0.680825132748895,0.111077876730382,10
"225","3_seqloc_D1_2134711_D1_2109696_28","UKENNW_UU_TP000019",2134711,12,8,"D1","D",1,"2109696-28","12122021:0800","BOLTON STW",NA,"SAMPLE",678.4,-4,38.422,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,376549,404691,"Composite",-2.35531701871757,53.5383376062449,1,NA,1,NA,NA,0
"226","3_seqloc_D10_2134711_D10_2109797_29","UKENSW_SWS_TP000075",2134711,12,8,"D10","D",10,"2109797-29","12122021:0905","TORQUAY/ PAIGNTON/ BRIXHAM  ) STW",NA,"SAMPLE",14428.8,34.835,34.727,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,289699,56301,"Composite",-3.55320938831119,50.3962091014497,0.944796702128643,0.0229396944527212,12,0.0347822558566036,0.0153740485614863,10
"227","3_seqloc_D11_2134711_D11_2109714_05","UKENNW_UU_TP000047",2134711,12,8,"D11","D",11,"2109714-05","12122021:1030","ELLESMERE PORT STW",NA,"SAMPLE",4369.647293,37.22126268,36.18928054,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,342338,374328,"Composite",-2.86591277171915,53.2628007548038,1,0,11,0.000299521187764669,0.000155183684180392,10
"228","3_seqloc_D2_2134711_D2_2109711_10","UKENNW_UU_TP000116",2134711,12,8,"D2","D",2,"2109711-10","12122021:0800","STOCKPORT STW",NA,"SAMPLE",2917.913475,37.02734895,37.49282114,-2,"EA","2134711 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_3_2134711_2134515","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,386519,389821,"Composite",-2.20423999890245,53.4050329057917,0.845023331006356,0.0604960097898503,12,0.000355538297946937,0.000124401318653978,9
